,newid,region,fam_type,earncomp,bls_urbn,cutenure,age_ref,sex_ref,marital1,educ_ref,inclass,kids,inc,inc.a,food,house,transport,utili,health,enter
3610,2922473,1,3,2,1,1,38,2,1,13,8,1,57965,62600,3994.6668,42206.6668,8173.3332,6760,20160,1960
3614,3009262,3,3,2,1,4,45,1,1,12,8,1,62175,66000,2080,11320,4300,1660,1600,880
3616,2950553,3,3,2,1,1,31,1,1,15,9,1,86269.6,97169.6,3054.6668,5688,2300,2360,3930.6672,620
3620,2926083,4,3,1,1,4,35,1,1,10,6,1,36649,31423,4880,7840,1280,640,8042.6672,12
3626,2997775,2,3,2,1,1,45,2,1,16,9,1,113245,135100,10666.6668,10161.3332,4300,3500,10986.6672,1464
3627,3052472,4,7,1,1,2,33,2,5,12,2,1,13106.4,9035.4,3466.6668,5813.3332,1604,2720,28604.8,1400
3628,2870394,2,3,1,1,1,53,1,1,16,9,1,125300,150000,6980,12760,816,1828,37984,1428
3629,3056011,2,3,2,1,1,38,2,1,15,9,1,91723,102500,5581.3332,12302.6668,4173.3332,4768,7797.3328,3536
3635,2836764,4,3,2,1,1,49,1,1,13,8,1,57332,61600,8320,11796,1572,3256,20064,1512
3638,3049222,3,3,2,1,1,29,2,1,13,8,1,60736.2,63138.2,3120,9313.3332,4692,3100,9728,1528
3639,2875454,4,3,2,1,2,43,1,1,15,9,1,182733,217600,6066.6668,6116,2132,1588,17440,10249.3332
3644,2799775,4,3,2,1,4,32,2,1,11,8,1,54669,56000,11200,9592,12840,1800,3648,776
3645,2999742,4,2,2,1,1,27,1,1,13,6,1,37463,32000,6101.3332,14556,5052,2680,33008,1796
3647,2875754,4,2,2,1,4,33,2,1,15,9,1,125601,153000,3553.3332,9480,826.6668,700,24864,400
3648,2845674,1,2,2,1,4,36,2,1,15,9,1,89669.2,102289.2,5506.6668,39428,2340,4368,29440,2400
3653,3065011,1,3,2,1,1,40,2,1,15,9,1,88120.6,96345.6,2333.3332,11369.3332,96529.3332,4040,256,4180
3654,2844614,1,3,2,1,1,50,1,1,12,9,1,103016.8,117170.8,2773.3332,20262.6668,4466.6668,4480,19200,600
3656,2945813,2,7,1,1,1,38,2,4,12,8,1,50720.6,52574.6,4506.6668,10294.6668,1500,2088,3744,100
3659,2947993,3,3,2,1,1,32,1,1,16,9,1,80964,90000,3986.6668,4972,5473.3332,1956,560,92
3660,3052133,3,3,2,1,1,42,1,1,12,8,1,55006,61589,9760,15426.6668,3200,3932,19200,2448
3661,2927453,4,2,2,1,1,32,2,1,15,9,1,107817.6,118956.6,7800,20749.3332,10708,3668,3744,3812
3663,3055983,3,3,2,1,1,47,1,1,15,9,1,139314,162001,10640,21349.3332,10205.3332,4824,26304,10256
3666,3078574,3,3,2,1,1,43,1,1,14,9,1,92405.4,99204.4,4214.6668,7633.3332,5580,1680,2560,1412
3675,2997472,3,2,2,1,4,27,1,1,14,8,1,63101,65920,4240,15500,2585.3332,2660,3840,2104
3676,2845734,1,3,2,1,1,52,2,1,15,9,1,125902,145000,12133.3332,13486.6668,8950.6668,5704,13632,7092
3681,2926743,4,2,2,1,1,35,1,1,15,9,1,90066.2,96488.2,5538.6668,9268,3773.3332,2232,14250.6672,1204
3682,2840294,2,3,2,1,1,38,2,1,16,9,1,151964.6,183929.6,6586.6668,20714.6668,4288,4256,16960,680
3686,3083692,3,3,2,1,1,40,2,1,14,9,1,67800,75000,1906.6668,6965.3332,1312,1780,12133.3328,484
3687,3050563,2,3,2,1,1,42,1,1,16,9,1,154411.6,185324.6,5434.6668,29496,1400,2984,22186.6672,2632
3688,3000372,2,3,1,1,1,33,1,1,15,9,1,88498,1.00E+05,3506.6668,6621.3332,2520,1720,3882.6672,2048
3690,2842384,1,3,2,1,4,41,2,1,12,8,1,56371.2,59672.2,3440,15626.6668,4510.6668,976,3356.8,480
3695,2811115,2,3,1,1,4,45,1,1,11,7,1,40645.4,41628.4,2686.6668,3740,3400,688,96,788
3699,2794715,1,2,2,1,1,36,2,1,12,9,1,143866,175000,4266.6668,25043.3332,3000,4768,29648,784
3700,3046665,4,3,2,1,1,41,2,1,15,9,1,125114,150000,5026.6668,33761.3332,5541.3332,3340,3424,1816
3703,3054221,2,3,2,1,1,42,1,1,14,9,1,73758.8,80790.8,8389.3332,10849.3332,2753.3332,1840,26885.3328,3604
3706,2845034,4,2,2,1,1,35,2,1,13,8,1,55010.2,57432.2,3293.3332,14698.6668,1852,3036,9200,2452
3710,3082251,2,2,2,1,1,35,1,1,15,9,1,74946.4,81840.4,2253.3332,9230.6668,1748,1532,22106.6672,1880
3712,2929073,3,3,2,1,2,40,1,1,15,9,1,100033.6,110600.6,13758.6668,28353.3332,7904,7320,33120,9520
3713,2931673,1,3,2,1,1,46,1,1,15,9,1,228339,283650,5546.6668,33592,2164,3276,11200,2656
3714,3071642,3,3,2,1,1,49,2,1,15,9,1,131300,147966,5766.6668,31009.3332,1566.6668,2069.3332,7744,2608
3717,2809385,4,3,2,1,2,36,2,1,15,5,1,30204.2,23084.2,2660,2869.3332,32486.6668,1196,6517.3328,9588
3718,2799865,1,3,2,1,4,46,1,1,12,9,1,79081,86582,8600,14880,2304,4828,18890.6672,1004
3719,3070984,3,3,2,1,1,49,1,1,16,9,1,98213.4,110833.4,3408,7256,652,2224,15200,332
3722,2948483,4,3,2,1,2,39,2,1,14,9,1,70836.4,76470.4,3153.3332,4166.6668,1600,2860,16960,800
3723,3071201,3,2,2,1,1,32,1,1,14,9,1,104557,122385,2080,10124.6668,1128,2024,4160,300
3725,2871094,1,3,2,1,1,33,1,1,16,9,1,112555.6,122148.6,4073.3332,16813.6668,2400,1640,16000,320
3729,2923423,3,2,1,1,4,31,2,1,15,8,1,63557.6,69030.6,3120,10388,1624,1784,1664,584
3730,3051003,3,3,2,1,1,35,2,1,11,8,1,59769,62000,4333.3332,10256,1132,1864,12832,1320
3735,2808235,3,2,2,1,1,33,1,1,13,9,1,115362.4,131707.4,3873.3332,14649.3332,3128,1900,143600,5684
3736,3053323,3,5,2,1,4,35,2,1,13,9,1,79369,84000,5866.6668,18084,4064,6072,9920,1528
3737,2922563,1,3,2,1,1,33,2,1,12,8,1,61034.2,64347.2,5114.6668,9986.6668,3824,1476,64,748
3745,2999072,4,3,2,1,1,44,1,1,14,9,1,139935.4,162974.4,6586.6668,30824,7418.6668,2804,15200,2064
3746,3075741,3,3,2,1,1,44,2,1,13,9,1,99607.2,115856.2,3466.6668,4612,640,1948,3680,460
3750,2873574,2,3,2,1,1,36,1,1,13,9,1,90936.8,101582.8,6200,7097.3332,2520,1608,10416,1732
3755,2945843,4,3,2,1,4,44,2,1,12,9,1,68905,74000,2340,6688,1850.6668,1724,7360,296
3756,2992342,3,3,2,1,4,47,1,1,11,9,1,85016,96000,4106.6668,13700,4050.6668,2640,12565.3328,3780
3758,2933513,4,3,2,1,4,40,2,1,16,9,1,174181,210000,12860,43236,9876,7704,192112,984
3759,2806085,3,3,2,2,1,39,1,1,16,9,1,85556,95300,3120,7222.6668,3644,1784,5664,348
3762,3004652,3,2,2,1,1,34,1,1,15,9,1,72002,80000,3020,7334.6668,800,1160,960,1440
3766,2953963,3,3,2,1,1,34,1,1,15,9,1,165362,203000,5418.6668,15400,5696,2112,8069.3328,2664
3769,2871414,3,3,2,1,1,43,2,1,15,9,1,79083.4,89575.4,3900,3002.6668,796,1020,3840,1456
3776,3010552,2,3,2,1,1,38,2,1,16,9,1,111417,131000,5200,7633.3332,869.3332,1420,25760,240
3777,3085571,3,3,2,1,1,44,1,1,12,9,1,86467.4,92474.4,2946.6668,6153.3332,400,840,5600,320
3778,2930013,3,3,2,1,1,31,1,1,16,9,1,125349,143500,7973.3332,17601.3332,9840,2820,11520,2392
3783,3054713,2,3,2,1,4,34,1,1,12,9,1,94167,106000,4546.6668,17544,1092,6464,26688,1752
3787,2876484,1,3,2,1,4,39,1,1,10,7,1,42977.6,40962.6,3206.6668,6513.3332,980,1541.3332,7278.4,320
3788,3003903,4,3,2,1,4,48,1,1,13,9,1,87623,98000,2669.3332,2760,2826.6668,640,8896,2080
3791,2949413,4,3,2,1,1,36,2,1,12,9,1,68789.8,70759.8,3466.6668,6041.3332,300,2100,160,536
3792,3010922,4,3,2,1,4,44,2,1,13,9,1,88160.4,96540.4,5113.3332,8084,2680,2176,12240,1496
3798,3058134,3,3,2,1,1,43,2,1,12,7,1,45025,46000,4146.6668,11070.6668,1600,4160,8672,1204
3799,3066044,3,3,2,1,1,38,1,1,16,9,1,78810,86800,12106.6668,8598.6668,5130.6668,2656,11200,1600
3801,2807965,1,2,2,1,1,33,2,1,14,9,1,122956,146900,4460,12318.6668,1028,3040,14074.6672,3012
3803,2950693,4,3,1,1,1,33,1,1,16,9,1,117665,127400,5200,16718.6668,816,1492,960,2008
3804,2926073,2,2,2,1,1,36,2,1,16,9,1,116485,136273,3813.3332,28660,1776,3168,18400,916
3825,2949223,4,5,2,1,1,47,1,1,15,9,1,194655.2,247414.2,11429.3332,14081.3332,21680,1756,16844.8,7620
3826,2797655,3,5,2,1,1,35,1,1,11,9,1,82275.8,84911.8,9133.3332,15484,3040,3824,3356.8,1064
3831,2811815,1,7,1,1,4,38,2,5,12,8,1,59082,62000,866.6668,6560,380,1120,3680,280
3834,2868714,2,6,1,1,1,35,1,3,15,9,1,71171.6,80935.6,4593.3332,7550.6668,696,620,1632,1712
3837,3065701,3,7,1,1,1,42,2,3,12,9,1,80466,96421,5760,5746.6668,4212,3272,12464,3244
3839,3000982,2,7,1,1,1,32,2,4,16,6,1,40687,37500,2773.3332,10824,3012,1752,4890.6672,1340
3850,2847284,3,7,1,1,1,33,2,4,13,4,1,22903,15600,2600,8373.3332,2216,1896,6592,816
3853,3088671,3,9,1,1,4,52,2,3,16,8,1,55849.2,58947.2,3120,4000,956,1400,11200,400
3854,3088244,4,7,1,2,1,27,2,3,14,6,1,38338,36300,1941.3332,4948,980,920,10826.6672,1336
3862,2932663,2,9,1,1,1,44,1,5,13,9,1,73442,84000,7973.3332,11456,2960,3324,8672,5236
3863,2928913,2,7,1,1,1,41,2,3,14,8,1,49513,51862,6477.3332,13330.6668,4008,2464,13952,3936
3866,3072282,1,7,1,1,1,35,2,3,13,8,1,47023,50000,2486.6668,4257.3332,5008,1460,4800,512
3867,2870074,2,6,1,1,4,30,1,5,12,6,1,33158,30000,2340,8632,353.3332,1120,160,4000
3869,3073401,2,7,1,1,1,42,2,3,15,9,1,78884,91000,3120,8186.6668,526.6668,1536,2538.6672,2680
3870,2873794,4,7,1,1,4,54,2,3,12,6,1,32373,31448,3033.3332,6296,360,1260,2149.3328,2204
3871,2930283,4,9,1,1,4,59,2,4,13,8,1,52547,55000,3466.6668,12000,640,1428,1760,3144
3873,2989182,3,7,1,1,4,27,2,4,13,4,1,16244,16170,6533.3332,8266.6668,1969.3332,1280,896,1048
3874,3086292,1,7,1,1,4,35,2,3,12,4,1,27535,19900,1820,3024,866.6668,156,16,1240
3878,2844134,1,7,1,1,1,43,2,3,16,8,1,67213,69000,10546.6668,26918,2800,4040,23280,744
3882,3072714,2,7,1,1,1,41,2,3,13,3,1,16679,11320,520,3282.6668,504,1836,912,1224
3883,3045574,4,7,1,1,4,28,2,5,13,6,1,34874,32300,3466.6668,12688,2984,1520,277.3328,64
3886,2793345,2,7,1,1,4,31,2,1,13,4,1,25384.8,16950.8,5408,10724,640,2408,2304,2624
3887,2842924,1,7,1,1,1,44,2,3,14,7,1,39676.8,40955.8,6373.3332,9725.3332,2160,3608,2837.3328,596
3889,2925493,4,7,1,1,4,33,2,5,16,8,1,52536,55400,7973.3332,13952,4520,2680,4640,5340
3892,3070383,1,7,1,2,4,32,2,5,12,5,1,28326,22000,1412,2896,1406.6668,640,2256,352
3893,3048041,3,6,1,1,1,44,1,3,12,8,1,58360,65000,5880,11880,3040,1872,67200,5332
3894,2805305,4,6,1,1,1,47,1,4,16,9,1,167945,200400,5113.3332,8178.6668,1829.3332,1012,1216,3684
3900,3050481,4,3,2,1,1,35,1,1,13,9,1,66250.6,70122.6,4680,11600,3124,2680,13120,200
3905,2932413,3,3,2,1,1,45,1,1,16,9,1,176028,210100,9133.3332,36470.6668,4514.6668,3524,21920,10668
3907,3058354,3,3,2,1,1,46,1,1,13,9,1,87922,97000,4853.3332,9773.3332,1600,3080,12480,1080
3910,2928553,2,3,2,1,1,44,1,1,14,9,1,75291.4,81918.4,8890.6668,12105.3332,8116,3384,12928,5844
3911,3084484,3,3,2,1,1,43,2,1,13,9,1,86177,94923,3093.3332,5060,6444,1416,16496,1576
3915,3007312,2,3,2,1,1,51,1,1,15,9,1,144447.2,176767.2,4092,13504,5042.6668,2936,8928,3368
3918,3072201,3,2,1,1,1,40,1,1,15,9,1,102475,111569,3553.3332,5402.6668,1160,2660,8400,308
3932,3057672,1,3,2,1,1,37,1,1,13,9,1,68049,72010,10280,13714.6668,2864,6060,25653.3328,3272
3934,3053304,1,3,2,1,4,39,2,1,16,9,1,94908,106300,8160,11224,9674.6668,1192,21120,1072
3935,2928363,4,3,2,1,1,38,2,1,14,8,1,55035.4,55690.4,1818.6668,11952,4364,3624,12800,5952
3938,2844734,4,3,2,1,1,46,1,1,15,9,1,132042,155000,5546.6668,37725.3332,3032,4904,79333.3328,1332
3943,3078674,3,3,2,1,1,34,1,1,13,9,1,68827,70560,1785.3332,6014.6668,928,2320,11680,2508
3944,2876194,4,3,2,1,1,38,2,1,14,9,1,138020.4,167696.4,2573.3332,7706.6668,885.3332,1540,11520,1248
3950,2992092,3,3,2,1,2,44,2,1,11,8,1,63904,65000,6760,4393.3332,2420,3400,5440,960
3951,2992932,4,3,1,1,1,34,1,1,15,6,1,41417,34889,4506.6668,15277.3332,8600,4160,12138.6672,720
3957,2945243,2,3,2,1,1,36,1,1,15,9,1,85905,90000,2773.3332,9276,912,1324,11600,160
3958,3047502,3,3,1,1,1,45,1,1,13,9,1,50887,90430,8397.3332,12222.6668,4920,5000,3488,6100
3960,2844454,1,3,2,1,1,37,1,1,13,9,1,170201,223000,11360,21478.6668,10662.6668,6336,9706.6672,1944
3961,2952773,1,3,2,1,1,31,2,1,13,9,1,113084,132000,4840,8397.3332,2140,1440,720,1140
3962,2805325,2,2,2,2,2,43,1,1,14,9,1,71481.6,72494.6,4730.6668,8520,1256,1424,5120,2960
3963,2801955,4,3,2,1,2,49,1,1,15,9,1,156493.4,201278.4,6240,27115.3332,3264,4960,22400,5400
3964,3073623,3,7,1,1,2,42,2,5,12,5,1,33362.2,26492.2,2080,2086.6668,708,1680,896,260
3968,3066121,2,2,1,1,1,36,1,1,16,9,1,115776,133000,8146.6668,16664,2692,4032,9536,1148
3970,2794445,3,3,2,1,1,37,2,1,16,9,1,182861.8,220819.8,6893.3332,32572,3168,4856,608,5828
3975,2931343,1,3,1,1,1,46,1,1,16,9,1,95664.6,102711.6,5026.6668,14903.3332,2133.3332,2016,14400,340
3977,3068513,3,3,2,2,1,38,1,1,15,9,1,74982,78000,3294.6668,6683.3332,2240,2580,3269.3328,2096
3984,3003732,1,3,2,1,1,42,2,1,15,9,1,108804,122109,4004,7802.6668,528,2776,11130.6672,2316
3993,3001362,3,3,1,1,2,37,1,1,11,7,1,47914,44743,5240,3893.3332,4164,2280,11200,308
3997,2797475,2,3,2,1,1,34,1,1,16,8,1,53176,50500,5442.6668,9912,4672,1940,14400,1652
4002,2837424,4,2,2,1,4,29,2,1,15,9,1,86220,91000,4861.3332,23572,5833.3332,1920,19360,2500
4004,2811145,4,3,2,1,1,40,2,1,15,8,1,64740.2,66331.2,3406.6668,9800,1796,1624,13760,344
4008,2801575,1,3,2,1,1,44,2,1,12,8,1,61904,62900,9013.3332,21318.6668,1770.6668,7464,37525.3328,1920
4011,2812245,3,3,2,1,1,43,2,1,12,9,1,73150,77800,4420,5188,494.6668,1780,13648,1249.3332
4012,2802175,3,3,2,1,1,43,1,1,12,9,1,106903,113808,8416,17009.3332,4226.6668,4224,46048,4628
4015,2922633,1,3,2,1,1,47,2,1,12,9,1,101092,109800,5546.6668,22842.6668,56344,5672,40613.3328,5664
4022,2947303,2,3,2,1,1,40,2,1,15,9,1,129201.4,151293.4,5026.6668,12384,1400,1668,7936,1360
4023,2871074,2,3,2,1,1,36,2,1,16,9,1,133453.2,153527.2,7853.3332,14264,1762.6668,2084,16320,740
4025,3005562,3,3,1,1,2,28,1,1,11,5,1,30911,22000,2513.3332,2474.6668,800,1276,1733.3328,400
4034,3002452,4,2,2,1,1,41,1,1,12,9,1,92249,99000,3380,6205.3332,1368,2184,23056,216
4035,2797195,2,3,2,1,1,41,1,1,13,8,1,62841,65000,5642.6668,14308,4584,4192,53333.3328,668
4037,3057294,2,3,2,1,1,47,1,1,15,9,1,111802,128100,13493.3332,19029.3332,2980,3184,14096,4400
4040,3087644,3,3,2,1,1,37,1,1,12,8,1,61616.8,65542.8,3900,3476,2640,1480,1248,1792
4041,2996932,3,3,2,1,4,38,2,1,15,9,1,105089,115000,15689.3332,18200,6056,3448,28480,1872
4048,3067512,3,7,1,1,4,28,2,5,11,3,1,17754,14028,2773.3332,2720,3026.6668,1896,4320,3328
4050,3060052,3,7,1,1,4,47,2,3,14,7,1,44935,46300,16466.6668,23892,1760,3012,12064,1360
4051,2998322,3,7,1,1,4,29,2,3,13,5,1,26926.4,20260.4,5866.6668,15624,1200,2576,8800,3000
4052,3002652,4,7,1,1,4,42,2,4,12,6,1,39257.8,34862.8,5346.6668,2200,800,800,8000,9280
4061,3051823,1,7,1,1,1,29,2,5,13,5,1,31200,20000,13178.6668,26217.3332,23600,3468,2773.3328,9908
4062,3087984,2,6,1,1,1,34,1,3,14,6,1,37293.8,34427.8,1993.3332,3309.3332,1116,1120,2160,760
4066,2874664,3,7,1,1,4,35,2,5,11,5,1,29980,22000,3120,7340,1204,2100,2880,800
4075,2997452,3,4,1,1,1,51,1,1,15,9,1,134903,140000,14282.6668,37276,2020,4560,16800,1512
4080,2875324,4,9,1,1,1,55,1,3,12,9,1,74139,71139,5720,8456,1280,2600,4718.4,2272
4083,2990454,3,9,1,1,4,46,1,5,13,6,1,41105,37000,5893.3332,14593.3332,3788,4920,10070.4,3220
4093,3009892,3,4,2,1,1,40,2,1,11,5,1,35650.8,27934.8,2537.3332,6458.6668,2944,2280,2880,520
4107,3052803,2,7,1,1,4,48,2,3,16,8,1,63434,65504,6346.6668,11810.6668,7977.3332,3280,6208,4552
4111,2930393,3,7,1,1,1,38,2,5,14,5,1,31528.8,24353.8,5720,13785.3332,2672,3800,3466.6672,512
4114,2927193,2,7,1,1,4,33,2,5,13,8,1,53047.2,53277.2,6509.3332,6980,1893.3332,1320,3356.8,2036
4116,2799385,3,7,1,1,4,30,2,5,13,1,1,4503,3828,6933.3332,11932,640,3132,2688,144
4120,3001692,3,9,1,1,1,55,2,3,12,3,1,18857,14831,866.6668,3702.6668,280,1080,3913.0672,1260
4124,2950533,4,5,2,1,1,63,2,1,15,9,1,82650.6,82008.6,1648,6876,3980,2008,8133.3328,428
4130,3086923,2,3,1,1,4,31,1,1,10,8,1,65470,68566,1126.6668,5160,1320,560,1280,44
4131,3076384,1,3,2,1,1,31,1,1,15,9,1,104010,113500,3640,11940,2126.6668,2720,2560,3348
4133,2873274,3,3,2,1,1,43,1,1,15,9,1,147135,175000,4853.3332,10157.3332,676,1436,5888,2856
4134,2924573,4,3,2,1,4,31,2,1,13,6,1,42377.8,34839.8,5200,12620,5300,2628,30134.4,1160
4135,2949763,3,3,1,1,1,38,1,1,15,8,1,63959,65000,4870.6668,3344,260,1496,3674.6672,36
4137,2955933,4,3,2,1,4,42,2,1,12,7,1,50172.8,47607.8,1854.6668,4280,2946.6668,1032,560,1068
